,id,motivation,share,year,category,overallMotivation,century,name
406,361,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",3,1956,medicine,,20,Werner Forssmann
405,67,"""for their researches on semiconductors and their discovery of the transistor effect""",3,1956,physics,,20,Walter H. Brattain
405,66,"""for their researches on semiconductors and their discovery of the transistor effect""",3,1956,physics,,20,John Bardeen
409,,,,1955,peace,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
411,359,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",1,1955,medicine,,20,Hugo Theorell
410,64,"""for his precision determination of the magnetic moment of the electron""",2,1955,physics,,20,Polykarp Kusch
407,218,"""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",1,1955,chemistry,,20,Vincent du Vigneaud
408,626,"""for his vivid epic power which has renewed the great narrative art of Iceland""",1,1955,literature,,20,Halldór Laxness
410,63,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",2,1955,physics,,20,Willis E. Lamb
413,625,"""for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style""",1,1954,literature,,20,Ernest Hemingway
416,358,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",3,1954,medicine,,20,Frederick C. Robbins
415,61,"""for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction""",2,1954,physics,,20,Max Born
412,217,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",1,1954,chemistry,,20,Linus Pauling
416,356,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",3,1954,medicine,,20,John F. Enders
414,515,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",1,1954,peace,,20,
416,357,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",3,1954,medicine,,20,Thomas H. Weller
415,62,"""for the coincidence method and his discoveries made therewith""",2,1954,physics,,20,Walther Bothe
420,60,"""for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope""",1,1953,physics,,20,Frits Zernike
417,216,"""for his discoveries in the field of macromolecular chemistry""",1,1953,chemistry,,20,Hermann Staudinger
421,355,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",2,1953,medicine,,20,Fritz Lipmann
418,624,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",1,1953,literature,,20,Winston Churchill
421,354,"""for his discovery of the citric acid cycle""",2,1953,medicine,,20,Hans Krebs
419,514,"""for proposing and supervising the plan for the economic recovery of Europe""",1,1953,peace,,20,George C. Marshall
425,59,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",2,1952,physics,,20,E. M. Purcell
425,58,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",2,1952,physics,,20,Felix Bloch
424,513,"""for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",1,1952,peace,,20,Albert Schweitzer
423,623,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",1,1952,literature,,20,François Mauriac
426,353,"""for his discovery of streptomycin, the first antibiotic effective against tuberculosis""",1,1952,medicine,,20,Selman A. Waksman
422,215,"""for their invention of partition chromatography""",2,1952,chemistry,,20,Richard L.M. Synge
422,214,"""for their invention of partition chromatography""",2,1952,chemistry,,20,Archer J.P. Martin
427,212,"""for their discoveries in the chemistry of the transuranium elements""",2,1951,chemistry,,20,Edwin M. McMillan
431,352,"""for his discoveries concerning yellow fever and how to combat it""",1,1951,medicine,,20,Max Theiler
429,512,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",1,1951,peace,,20,Léon Jouhaux
428,622,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",1,1951,literature,,20,Pär Lagerkvist
427,213,"""for their discoveries in the chemistry of the transuranium elements""",2,1951,chemistry,,20,Glenn T. Seaborg
430,56,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",2,1951,physics,,20,John Cockcroft
430,57,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",2,1951,physics,,20,Ernest T.S. Walton
436,351,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",3,1950,medicine,,20,Philip S. Hench
436,349,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",3,1950,medicine,,20,Edward C. Kendall
433,621,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",1,1950,literature,,20,Bertrand Russell
434,511,"""for his work as mediator in Palestine in 1948-1949""",1,1950,peace,,20,Ralph Bunche
435,55,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",1,1950,physics,,20,Cecil Powell
432,210,"""for their discovery and development of the diene synthesis""",2,1950,chemistry,,20,Otto Diels
432,211,"""for their discovery and development of the diene synthesis""",2,1950,chemistry,,20,Kurt Alder
436,350,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",3,1950,medicine,,20,Tadeus Reichstein
438,620,"""for his powerful and artistically unique contribution to the modern American novel""",1,1949,literature,,20,William Faulkner
440,54,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",1,1949,physics,,20,Hideki Yukawa
441,348,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",2,1949,medicine,,20,Egas Moniz
437,209,"""for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures""",1,1949,chemistry,,20,William F. Giauque
439,510,"""for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war""",1,1949,peace,,20,John Boyd Orr
441,347,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",2,1949,medicine,,20,Walter Hess
442,208,"""for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins""",1,1948,chemistry,,20,Arne Tiselius
443,619,"""for his outstanding, pioneer contribution to present-day poetry""",1,1948,literature,,20,T.S. Eliot
444,,,,1948,peace,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
445,53,"""for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",1,1948,physics,,20,Patrick M.S. Blackett
446,346,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",1,1948,medicine,,20,Paul Müller
451,345,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",2,1947,medicine,,20,Bernardo Houssay
451,344,"""for their discovery of the course of the catalytic conversion of glycogen""",4,1947,medicine,,20,Gerty Cori
451,343,"""for their discovery of the course of the catalytic conversion of glycogen""",4,1947,medicine,,20,Carl Cori
447,207,"""for his investigations on plant products of biological importance, especially the alkaloids""",1,1947,chemistry,,20,Sir Robert Robinson
448,618,"""for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",1,1947,literature,,20,André Gide
449,508,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations""",2,1947,peace,,20,
450,52,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",1,1947,physics,,20,Edward V. Appleton
454,506,"""for her lifelong work for the cause of peace""",2,1946,peace,,20,Emily Greene Balch
455,51,"""for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics""",1,1946,physics,,20,Percy W. Bridgman
453,617,"""for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style""",1,1946,literature,,20,Hermann Hesse
454,507,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",2,1946,peace,,20,John R. Mott
452,205,"""for their preparation of enzymes and virus proteins in a pure form""",4,1946,chemistry,,20,John H. Northrop
452,204,"""for his discovery that enzymes can be crystallized""",2,1946,chemistry,,20,James B. Sumner
456,342,"""for the discovery of the production of mutations by means of X-ray irradiation""",1,1946,medicine,,20,Hermann J. Muller
452,206,"""for their preparation of enzymes and virus proteins in a pure form""",4,1946,chemistry,,20,Wendell M. Stanley
458,615,"""for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world""",1,1945,literature,,20,Gabriela Mistral
457,203,"""for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method""",1,1945,chemistry,,20,Artturi Virtanen
461,340,"""for the discovery of penicillin and its curative effect in various infectious diseases""",3,1945,medicine,,20,Ernst B. Chain
460,50,"""for the discovery of the Exclusion Principle, also called the Pauli Principle""",1,1945,physics,,20,Wolfgang Pauli
461,341,"""for the discovery of penicillin and its curative effect in various infectious diseases""",3,1945,medicine,,20,Sir Howard Florey
459,505,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""",1,1945,peace,,20,Cordell Hull
461,339,"""for the discovery of penicillin and its curative effect in various infectious diseases""",3,1945,medicine,,20,Sir Alexander Fleming
464,482,"""for the great work it has performed during the war on behalf of humanity""",1,1944,peace,,20,
466,338,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",2,1944,medicine,,20,Herbert S. Gasser
466,337,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",2,1944,medicine,,20,Joseph Erlanger
465,49,"""for his resonance method for recording the magnetic properties of atomic nuclei""",1,1944,physics,,20,Isidor Isaac Rabi
463,614,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style""",1,1944,literature,,20,Johannes V. Jensen
462,202,"""for his discovery of the fission of heavy nuclei""",1,1944,chemistry,,20,Otto Hahn
467,201,"""for his work on the use of isotopes as tracers in the study of chemical processes""",1,1943,chemistry,,20,George de Hevesy
468,,,,1943,literature,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
469,,,,1943,peace,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
470,48,"""for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton""",1,1943,physics,,20,Otto Stern
471,335,"""for his discovery of vitamin K""",2,1943,medicine,,20,Henrik Dam
471,336,"""for his discovery of the chemical nature of vitamin K""",2,1943,medicine,,20,Edward A. Doisy
473,,,,1942,literature,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
476,,,,1942,medicine,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
472,,,,1942,chemistry,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
475,,,,1942,physics,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
474,,,,1942,peace,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
479,,,,1941,peace,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
478,,,,1941,literature,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
477,,,,1941,chemistry,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
480,,,,1941,physics,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
481,,,,1941,medicine,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
482,,,,1940,chemistry,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
483,,,,1940,literature,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
484,,,,1940,peace,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
485,,,,1940,physics,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
486,,,,1940,medicine,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
490,47,"""for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements""",1,1939,physics,,20,Ernest Lawrence
487,199,"""for his work on sex hormones""",2,1939,chemistry,,20,Adolf Butenandt
488,613,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",1,1939,literature,,20,Frans Eemil Sillanpää
489,,,,1939,peace,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
487,200,"""for his work on polymethylenes and higher terpenes""",2,1939,chemistry,,20,Leopold Ruzicka
491,334,"""for the discovery of the antibacterial effects of prontosil""",1,1939,medicine,,20,Gerhard Domagk
494,503,"""for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe""",1,1938,peace,,20,
496,333,"""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""",1,1938,medicine,,20,Corneille Heymans
495,46,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons""",1,1938,physics,,20,Enrico Fermi
493,610,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",1,1938,literature,,20,Pearl Buck
492,198,"""for his work on carotenoids and vitamins""",1,1938,chemistry,,20,Richard Kuhn
501,332,"""for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid""",1,1937,medicine,,20,Albert Szent-Györgyi
499,502,"""for his tireless effort in support of the League of Nations, disarmament and peace""",1,1937,peace,,20,Robert Cecil
497,197,"""for his investigations on carotenoids, flavins and vitamins A and B2""",2,1937,chemistry,,20,Paul Karrer
497,196,"""for his investigations on carbohydrates and vitamin C""",2,1937,chemistry,,20,Norman Haworth
500,44,"""for their experimental discovery of the diffraction of electrons by crystals""",2,1937,physics,,20,Clinton Davisson
498,609,"""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""",1,1937,literature,,20,Roger Martin du Gard
500,45,"""for their experimental discovery of the diffraction of electrons by crystals""",2,1937,physics,,20,George Paget Thomson
502,195,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""",1,1936,chemistry,,20,Peter Debye
503,608,"""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy""",1,1936,literature,,20,Eugene O'Neill
504,501,"""for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935""",1,1936,peace,,20,Carlos Saavedra Lamas
505,42,"""for his discovery of cosmic radiation""",2,1936,physics,,20,Victor F. Hess
506,330,"""for their discoveries relating to chemical transmission of nerve impulses""",2,1936,medicine,,20,Sir Henry Dale
506,331,"""for their discoveries relating to chemical transmission of nerve impulses""",2,1936,medicine,,20,Otto Loewi
505,43,"""for his discovery of the positron""",2,1936,physics,,20,Carl D. Anderson
509,500,"""for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace""",1,1935,peace,,20,Carl von Ossietzky
507,194,"""in recognition of their synthesis of new radioactive elements""",2,1935,chemistry,,20,Irène Joliot-Curie
508,,,,1935,literature,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
507,193,"""in recognition of their synthesis of new radioactive elements""",2,1935,chemistry,,20,Frédéric Joliot
510,41,"""for the discovery of the neutron""",1,1935,physics,,20,James Chadwick
511,329,"""for his discovery of the organizer effect in embryonic development""",1,1935,medicine,,20,Hans Spemann
516,327,"""for their discoveries concerning liver therapy in cases of anaemia""",3,1934,medicine,,20,George R. Minot
512,192,"""for his discovery of heavy hydrogen""",1,1934,chemistry,,20,Harold C. Urey
516,328,"""for their discoveries concerning liver therapy in cases of anaemia""",3,1934,medicine,,20,William P. Murphy
513,607,"""for his bold and ingenious revival of dramatic and scenic art""",1,1934,literature,,20,Luigi Pirandello
514,499,"""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34""",1,1934,peace,,20,Arthur Henderson
515,,,,1934,physics,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
516,326,"""for their discoveries concerning liver therapy in cases of anaemia""",3,1934,medicine,,20,George H. Whipple
521,325,"""for his discoveries concerning the role played by the chromosome in heredity""",1,1933,medicine,,20,Thomas H. Morgan
520,39,"""for the discovery of new productive forms of atomic theory""",2,1933,physics,,20,Erwin Schrödinger
517,,,,1933,chemistry,"""No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.""",20,
519,498,"""for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace""",1,1933,peace,,20,Sir Norman Angell
518,606,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",1,1933,literature,,20,Ivan Bunin
520,40,"""for the discovery of new productive forms of atomic theory""",2,1933,physics,,20,Paul A.M. Dirac
526,323,"""for their discoveries regarding the functions of neurons""",2,1932,medicine,,20,Sir Charles Sherrington
524,,,,1932,peace,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
525,38,"""for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen""",1,1932,physics,,20,Werner Heisenberg
522,191,"""for his discoveries and investigations in surface chemistry""",1,1932,chemistry,,20,Irving Langmuir
523,605,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",1,1932,literature,,20,John Galsworthy
526,324,"""for their discoveries regarding the functions of neurons""",2,1932,medicine,,20,Edgar Adrian
531,322,"""for his discovery of the nature and mode of action of the respiratory enzyme""",1,1931,medicine,,20,Otto Warburg
529,496,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",2,1931,peace,,20,Jane Addams
527,189,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",2,1931,chemistry,,20,Carl Bosch
528,604,"""The poetry of Erik Axel Karlfeldt""",1,1931,literature,,20,Erik Axel Karlfeldt
530,,,,1931,physics,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
529,497,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",2,1931,peace,,20,Nicholas Murray Butler
527,190,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",2,1931,chemistry,,20,Friedrich Bergius
533,603,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",1,1930,literature,,20,Sinclair Lewis
532,188,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",1,1930,chemistry,,20,Hans Fischer
535,37,"""for his work on the scattering of light and for the discovery of the effect named after him""",1,1930,physics,,20,Sir Chandrasekhara Venkata Raman
536,321,"""for his discovery of human blood groups""",1,1930,medicine,,20,Karl Landsteiner
534,495,"""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'""",1,1930,peace,,20,Nathan Söderblom
538,602,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",1,1929,literature,,20,Thomas Mann
541,320,"""for his discovery of the growth-stimulating vitamins""",2,1929,medicine,,20,Sir Frederick Hopkins
537,186,"""for their investigations on the fermentation of sugar and fermentative enzymes""",2,1929,chemistry,,20,Arthur Harden
539,494,"""for his crucial role in bringing about the Briand-Kellogg Pact""",1,1929,peace,,20,Frank B. Kellogg
540,36,"""for his discovery of the wave nature of electrons""",1,1929,physics,,20,Louis de Broglie
541,319,"""for his discovery of the antineuritic vitamin""",2,1929,medicine,,20,Christiaan Eijkman
537,187,"""for their investigations on the fermentation of sugar and fermentative enzymes""",2,1929,chemistry,,20,Hans von Euler-Chelpin
544,,,,1928,peace,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
546,318,"""for his work on typhus""",1,1928,medicine,,20,Charles Nicolle
545,35,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1,1928,physics,,20,Owen Willans Richardson
543,601,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1,1928,literature,,20,Sigrid Undset
542,185,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1,1928,chemistry,,20,Adolf Windaus
547,184,"""for his investigations of the constitution of the bile acids and related substances""",1,1927,chemistry,,20,Heinrich Wieland
549,492,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",2,1927,peace,,20,Ferdinand Buisson
548,600,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1,1927,literature,,20,Henri Bergson
550,33,"""for his discovery of the effect named after him""",2,1927,physics,,20,Arthur H. Compton
551,317,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1,1927,medicine,,20,Julius Wagner-Jauregg
550,34,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",2,1927,physics,,20,C.T.R. Wilson
549,493,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",2,1927,peace,,20,Ludwig Quidde
556,316,"""for his discovery of the Spiroptera carcinoma""",1,1926,medicine,,20,Johannes Fibiger
554,490,"""for their crucial role in bringing about the Locarno Treaty""",2,1926,peace,,20,Aristide Briand
555,32,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",1,1926,physics,,20,Jean Baptiste Perrin
552,183,"""for his work on disperse systems""",1,1926,chemistry,,20,The Svedberg
554,491,"""for their crucial role in bringing about the Locarno Treaty""",2,1926,peace,,20,Gustav Stresemann
553,597,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1,1926,literature,,20,Grazia Deledda
559,488,"""for his crucial role in bringing about the Locarno Treaty""",2,1925,peace,,20,Sir Austen Chamberlain
561,,,,1925,medicine,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
558,596,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1,1925,literature,,20,George Bernard Shaw
560,31,"""for their discovery of the laws governing the impact of an electron upon an atom""",2,1925,physics,,20,Gustav Hertz
557,182,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",1,1925,chemistry,,20,Richard Zsigmondy
559,489,"""for his crucial role in bringing about the Dawes Plan""",2,1925,peace,,20,Charles G. Dawes
560,30,"""for their discovery of the laws governing the impact of an electron upon an atom""",2,1925,physics,,20,James Franck
562,,,,1924,chemistry,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
566,315,"""for his discovery of the mechanism of the electrocardiogram""",1,1924,medicine,,20,Willem Einthoven
563,594,"""for his great national epic, <I>The Peasants</I>""",1,1924,literature,,20,Władysław Reymont
564,,,,1924,peace,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
565,29,"""for his discoveries and research in the field of X-ray spectroscopy""",1,1924,physics,,20,Manne Siegbahn
571,313,"""for the discovery of insulin""",2,1923,medicine,,20,Frederick G. Banting
571,314,"""for the discovery of insulin""",2,1923,medicine,,20,John Macleod
567,181,"""for his invention of the method of micro-analysis of organic substances""",1,1923,chemistry,,20,Fritz Pregl
570,28,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1,1923,physics,,20,Robert A. Millikan
569,,,,1923,peace,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
568,593,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",1,1923,literature,,20,William Butler Yeats
573,592,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",1,1922,literature,,20,Jacinto Benavente
572,180,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",1,1922,chemistry,,20,Francis W. Aston
576,312,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",2,1922,medicine,,20,Otto Meyerhof
576,311,"""for his discovery relating to the production of heat in the muscle""",2,1922,medicine,,20,Archibald V. Hill
574,487,"""for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees""",1,1922,peace,,20,Fridtjof Nansen
575,27,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",1,1922,physics,,20,Niels Bohr
578,590,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",1,1921,literature,,20,Anatole France
580,26,"""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""",1,1921,physics,,20,Albert Einstein
579,485,"""for their lifelong contributions to the cause of peace and organized internationalism""",2,1921,peace,,20,Hjalmar Branting
577,179,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",1,1921,chemistry,,20,Frederick Soddy
581,,,,1921,medicine,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
579,486,"""for their lifelong contributions to the cause of peace and organized internationalism""",2,1921,peace,,20,Christian Lange
585,25,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",1,1920,physics,,20,Charles Edouard Guillaume
582,178,"""in recognition of his work in thermochemistry""",1,1920,chemistry,,20,Walther Nernst
583,589,"""for his monumental work, <I>Growth of the Soil</I>""",1,1920,literature,,20,Knut Hamsun
584,484,"""for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations""",1,1920,peace,,20,Léon Bourgeois
586,310,"""for his discovery of the capillary motor regulating mechanism""",1,1920,medicine,,20,August Krogh
589,483,"""for his role as founder of the League of Nations""",1,1919,peace,,20,Woodrow Wilson
587,,,,1919,chemistry,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
588,588,"""in special appreciation of his epic, <I>Olympian Spring</I>""",1,1919,literature,,20,Carl Spitteler
591,309,"""for his discoveries relating to immunity""",1,1919,medicine,,20,Jules Bordet
590,24,"""for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields""",1,1919,physics,,20,Johannes Stark
593,,,,1918,literature,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
595,23,"""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta""",1,1918,physics,,20,Max Planck
594,,,,1918,peace,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
596,,,,1918,medicine,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
592,177,"""for the synthesis of ammonia from its elements""",1,1918,chemistry,,20,Fritz Haber
597,,,,1917,chemistry,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
601,,,,1917,medicine,"""No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.""",20,
600,22,"""for his discovery of the characteristic R&ouml;ntgen radiation of the elements""",1,1917,physics,,20,Charles Glover Barkla
598,587,"""for his authentic descriptions of present-day life in Denmark""",2,1917,literature,,20,Henrik Pontoppidan
599,482,"""for the efforts to take care of wounded soldiers and prisoners of war and their families""",1,1917,peace,,20,
